                                                               9 Jul 2020 11:46:57
Transmitter-Transmitter


      Time (UTCG)          Consumption_integral (HMS)    Consumption_integral Rate
1 Jul 2020 21:36:50.000                -123:28:18.087                   -23.000000
1 Jul 2020 21:37:00.000                -123:32:08.087                   -23.000000
1 Jul 2020 21:37:10.000                -123:35:58.087                   -23.000000
1 Jul 2020 21:37:20.000                -123:39:48.087                   -23.000000
1 Jul 2020 21:37:30.000                -123:43:38.087                   -23.000000
1 Jul 2020 21:37:40.000                -123:47:28.087                   -23.000000
1 Jul 2020 21:37:50.000                -123:51:18.087                   -23.000000
1 Jul 2020 21:38:00.000                -123:55:08.087                   -23.000000
1 Jul 2020 21:38:10.000                -123:58:58.087                   -23.000000
1 Jul 2020 21:38:20.000                -124:02:48.087                   -23.000000
1 Jul 2020 21:38:30.000                -124:06:38.087                   -23.000000
1 Jul 2020 21:38:40.000                -124:10:28.087                   -23.000000
1 Jul 2020 21:38:50.000                -124:14:18.087                   -23.000000
1 Jul 2020 21:39:00.000                -124:18:08.087                   -23.000000
1 Jul 2020 21:39:10.000                -124:21:58.087                   -23.000000
1 Jul 2020 21:39:20.000                -124:25:48.087                   -23.000000
1 Jul 2020 21:39:30.000                -124:29:38.087                   -23.000000
1 Jul 2020 21:39:40.000                -124:33:28.087                   -23.000000
1 Jul 2020 21:39:50.000                -124:37:18.087                   -23.000000
1 Jul 2020 21:40:00.000                -124:41:08.087                   -23.000000
1 Jul 2020 21:40:10.000                -124:44:58.087                   -23.000000
1 Jul 2020 21:40:20.000                -124:48:48.087                   -23.000000
1 Jul 2020 21:40:30.000                -124:52:38.087                   -23.000000
1 Jul 2020 21:40:40.000                -124:56:28.087                   -23.000000
1 Jul 2020 21:40:50.000                -125:00:18.087                   -23.000000
1 Jul 2020 21:41:00.000                -125:04:08.087                   -23.000000
1 Jul 2020 21:41:10.000                -125:07:58.087                   -23.000000
1 Jul 2020 21:41:20.000                -125:11:48.087                   -23.000000
1 Jul 2020 21:41:30.000                -125:15:38.087                   -23.000000
1 Jul 2020 21:41:40.000                -125:19:28.087                   -23.000000
1 Jul 2020 21:41:50.000                -125:23:18.087                   -23.000000
1 Jul 2020 21:42:00.000                -125:27:08.087                   -23.000000
1 Jul 2020 21:42:10.000                -125:30:58.087                   -23.000000
1 Jul 2020 21:42:20.000                -125:34:48.087                   -23.000000
1 Jul 2020 21:42:30.000                -125:38:38.087                   -23.000000
1 Jul 2020 21:42:40.000                -125:42:28.087                   -23.000000
1 Jul 2020 21:42:50.000                -125:46:18.087                   -23.000000
1 Jul 2020 21:43:00.000                -125:50:08.087                   -23.000000
1 Jul 2020 21:43:10.000                -125:53:58.087                   -23.000000
1 Jul 2020 21:43:20.000                -125:57:48.087                   -23.000000
1 Jul 2020 21:43:30.000                -126:01:38.087                   -23.000000
1 Jul 2020 21:43:40.000                -126:05:28.087                   -23.000000
1 Jul 2020 21:43:50.000                -126:09:18.087                   -23.000000
1 Jul 2020 21:44:00.000                -126:13:08.087                   -23.000000
1 Jul 2020 21:44:10.000                -126:16:58.087                   -23.000000
1 Jul 2020 21:44:20.000                -126:20:48.087                   -23.000000
1 Jul 2020 21:44:30.000                -126:24:38.087                   -23.000000
1 Jul 2020 21:44:40.000                -126:28:28.087                   -23.000000
1 Jul 2020 21:44:50.000                -126:32:18.087                   -23.000000
1 Jul 2020 21:45:00.000                -126:36:08.087                   -23.000000
1 Jul 2020 21:45:10.000                -126:39:58.087                   -23.000000
1 Jul 2020 21:45:20.000                -126:43:48.087                   -23.000000
1 Jul 2020 21:45:30.000                -126:47:38.087                   -23.000000
1 Jul 2020 21:45:40.000                -126:51:28.087                   -23.000000
1 Jul 2020 21:45:50.000                -126:55:18.087                   -23.000000
1 Jul 2020 21:46:00.000                -126:59:08.087                   -23.000000
1 Jul 2020 21:46:10.000                -127:02:58.087                   -23.000000
1 Jul 2020 21:46:20.000                -127:06:48.087                   -23.000000
1 Jul 2020 21:46:30.000                -127:10:38.087                   -23.000000
1 Jul 2020 21:46:40.000                -127:12:04.666                     0.000000
1 Jul 2020 21:46:50.000                -127:12:04.666                     0.000000
1 Jul 2020 21:47:00.000                -127:12:04.666                     0.000000
1 Jul 2020 21:47:10.000                -127:12:04.666                     0.000000
1 Jul 2020 21:47:20.000                -127:12:04.666                     0.000000
1 Jul 2020 21:47:30.000                -127:12:04.666                     0.000000
1 Jul 2020 21:47:40.000                -127:12:04.666                     0.000000
1 Jul 2020 21:47:50.000                -127:12:04.666                     0.000000
1 Jul 2020 21:48:00.000                -127:12:04.666                     0.000000
1 Jul 2020 21:48:10.000                -127:12:04.666                     0.000000
1 Jul 2020 21:48:20.000                -127:12:04.666                     0.000000
1 Jul 2020 21:48:30.000                -127:12:04.666                     0.000000
1 Jul 2020 21:48:40.000                -127:12:04.666                     0.000000
1 Jul 2020 21:48:50.000                -127:12:04.666                     0.000000
1 Jul 2020 21:49:00.000                -127:12:04.666                     0.000000
1 Jul 2020 21:49:10.000                -127:12:04.666                     0.000000
1 Jul 2020 21:49:20.000                -127:12:04.666                     0.000000
1 Jul 2020 21:49:30.000                -127:12:04.666                     0.000000
1 Jul 2020 21:49:40.000                -127:12:04.666                     0.000000
1 Jul 2020 21:49:50.000                -127:12:04.666                     0.000000
1 Jul 2020 21:50:00.000                -127:12:04.666                     0.000000
1 Jul 2020 21:50:10.000                -127:12:04.666                     0.000000
1 Jul 2020 21:50:20.000                -127:12:04.666                     0.000000
1 Jul 2020 21:50:30.000                -127:12:04.666                     0.000000
1 Jul 2020 21:50:40.000                -127:12:04.666                     0.000000
1 Jul 2020 21:50:50.000                -127:12:04.666                     0.000000
1 Jul 2020 21:51:00.000                -127:12:04.666                     0.000000
1 Jul 2020 21:51:10.000                -127:12:04.666                     0.000000
1 Jul 2020 21:51:20.000                -127:12:04.666                     0.000000
1 Jul 2020 21:51:30.000                -127:12:04.666                     0.000000
1 Jul 2020 21:51:40.000                -127:12:04.666                     0.000000
1 Jul 2020 21:51:50.000                -127:12:04.666                     0.000000
1 Jul 2020 21:52:00.000                -127:12:04.666                     0.000000
1 Jul 2020 21:52:10.000                -127:12:04.666                     0.000000
1 Jul 2020 21:52:20.000                -127:12:04.666                     0.000000
1 Jul 2020 21:52:30.000                -127:12:04.666                     0.000000
1 Jul 2020 21:52:40.000                -127:12:04.666                     0.000000
1 Jul 2020 21:52:50.000                -127:12:04.666                     0.000000
1 Jul 2020 21:53:00.000                -127:12:04.666                     0.000000
1 Jul 2020 21:53:10.000                -127:12:04.666                     0.000000
1 Jul 2020 21:53:20.000                -127:12:04.666                     0.000000
1 Jul 2020 21:53:30.000                -127:12:04.666                     0.000000
1 Jul 2020 21:53:40.000                -127:12:04.666                     0.000000
1 Jul 2020 21:53:50.000                -127:12:04.666                     0.000000
1 Jul 2020 21:54:00.000                -127:12:04.666                     0.000000
1 Jul 2020 21:54:10.000                -127:12:04.666                     0.000000
1 Jul 2020 21:54:20.000                -127:12:04.666                     0.000000
1 Jul 2020 21:54:30.000                -127:12:04.666                     0.000000
1 Jul 2020 21:54:40.000                -127:12:04.666                     0.000000
1 Jul 2020 21:54:50.000                -127:12:04.666                     0.000000
1 Jul 2020 21:55:00.000                -127:12:04.666                     0.000000
1 Jul 2020 21:55:10.000                -127:12:04.666                     0.000000
1 Jul 2020 21:55:20.000                -127:12:04.666                     0.000000
1 Jul 2020 21:55:30.000                -127:12:04.666                     0.000000
